Date,Store ID,Product ID,Category,Region,Inventory Level,Price,Discount,Weather Condition,Holiday/Promotion,Seasonality,Competitor Pricing,Demand Forecast,Units Sold,Units Ordered
04-06-2029,1042,2111,Beauty,South,148,120.66,0.45,Sunny,No,Winter,123.05,175,148,151
05-06-2029,1031,2403,Beauty,East,420,884.5,0.1,Rainy,No,Winter,857.5,156,109,170
06-06-2029,1009,2756,Home,North,262,729.58,0.16,Sunny,No,Monsoon,682.69,169,163,169
07-06-2029,1018,2947,Clothing,East,388,2456.27,0.3,Rainy,Yes,Summer,2552.47,68,67,62
08-06-2029,1023,2026,Beauty,North,283,895.51,0.07,Sunny,Yes,Festive,927.8,90,51,100
09-06-2029,1019,2653,Electronics,North,351,2801.85,0.29,Sunny,No,Monsoon,2824.65,186,132,192
10-06-2029,1025,2920,Clothing,East,173,2809.95,0.49,Sunny,Yes,Monsoon,2673.08,198,112,236
11-06-2029,1005,2618,Electronics,North,428,2946.46,0.27,Rainy,Yes,Festive,3209.68,159,112,161
12-06-2029,1025,2786,Beauty,West,426,2803.2,0.22,Sunny,No,Winter,2700.75,189,135,211
13-06-2029,1045,2073,Beauty,North,199,2792.23,0.39,Cloudy,Yes,Festive,2646.56,236,143,214
14-06-2029,1047,2316,Home,North,452,2577.87,0.01,Sunny,Yes,Monsoon,2755.79,31,15,34
15-06-2029,1024,2652,Home,South,458,2173.28,0.01,Rainy,Yes,Summer,2011.98,180,112,214
16-06-2029,1044,2027,Clothing,North,78,1631.22,0.3,Sunny,No,Summer,1477.68,72,44,66
17-06-2029,1026,2205,Electronics,East,281,1150.07,0.42,Cloudy,Yes,Summer,1221.28,92,69,94
18-06-2029,1043,2776,Home,South,115,910.73,0.03,Cloudy,No,Monsoon,889.45,123,107,122
19-06-2029,1032,2438,Home,North,291,153.2,0.18,Rainy,No,Winter,162.3,71,61,61
20-06-2029,1030,2375,Beauty,East,326,305.54,0.29,Rainy,Yes,Winter,288.79,183,138,162
21-06-2029,1014,2738,Beauty,East,22,1687.14,0.09,Cloudy,Yes,Winter,1523.1,131,22,104
22-06-2029,1007,2579,Clothing,West,60,1851.72,0.34,Rainy,Yes,Monsoon,1731.82,98,60,79
23-06-2029,1032,2006,Home,South,333,591.27,0.22,Cloudy,Yes,Monsoon,612.81,143,94,169
24-06-2029,1001,2206,Beauty,South,418,2009.15,0.42,Sunny,No,Summer,2143.38,113,108,108
25-06-2029,1047,2337,Electronics,North,259,849.66,0.5,Rainy,Yes,Festive,856.37,165,143,145
26-06-2029,1045,2585,Home,West,77,1156.57,0.01,Rainy,No,Monsoon,1264.96,75,52,89
27-06-2029,1043,2785,Clothing,South,215,2605.68,0.34,Sunny,Yes,Winter,2665.42,221,188,241
28-06-2029,1026,2724,Electronics,North,63,2125.84,0.14,Sunny,Yes,Summer,2070.36,42,36,34
29-06-2029,1015,2873,Electronics,North,400,670.17,0.29,Sunny,Yes,Festive,721.68,223,119,241
30-06-2029,1004,2455,Home,North,47,1477.49,0.21,Rainy,Yes,Monsoon,1611.13,128,47,115
01-07-2029,1010,2014,Electronics,East,465,1716.78,0.45,Rainy,Yes,Festive,1657.86,243,236,271
02-07-2029,1021,2853,Clothing,North,209,1742.61,0.18,Sunny,No,Winter,1605.55,91,53,87
03-07-2029,1039,2224,Home,East,193,827.03,0.06,Rainy,Yes,Summer,799.17,176,134,200
04-07-2029,1042,2994,Beauty,West,73,2176.64,0.41,Sunny,Yes,Festive,2110.29,171,73,163
05-07-2029,1043,2305,Home,East,315,476.11,0.05,Cloudy,No,Winter,495.32,128,87,113
06-07-2029,1030,2882,Beauty,West,483,685.03,0.27,Rainy,No,Festive,735.9,94,93,93
07-07-2029,1022,2131,Clothing,West,19,618.02,0.13,Rainy,Yes,Monsoon,616.05,58,19,53
08-07-2029,1000,2228,Clothing,South,451,2935.99,0.28,Cloudy,Yes,Festive,2736.44,75,42,61
09-07-2029,1017,2605,Clothing,North,465,1462.54,0.29,Sunny,No,Monsoon,1474.37,56,37,61
10-07-2029,1012,2377,Electronics,West,212,1719.66,0.06,Cloudy,Yes,Festive,1624.55,140,84,118
11-07-2029,1027,2790,Electronics,East,176,1946.09,0.44,Rainy,Yes,Winter,1844.23,148,100,139
12-07-2029,1043,2527,Beauty,North,473,2201.47,0.36,Sunny,No,Summer,2173.79,135,87,151
13-07-2029,1047,2232,Clothing,East,476,2662.22,0.12,Cloudy,No,Summer,2745.55,92,54,104
14-07-2029,1022,2865,Clothing,South,95,318.78,0.44,Rainy,No,Summer,321.12,68,42,55
15-07-2029,1031,2101,Beauty,West,44,2034.27,0.31,Rainy,Yes,Monsoon,1882.21,207,44,212
16-07-2029,1034,2593,Clothing,West,429,967.45,0.02,Rainy,Yes,Monsoon,947.41,43,42,39
17-07-2029,1034,2078,Beauty,East,91,2311.63,0.26,Rainy,No,Festive,2237.59,152,91,134
18-07-2029,1042,2387,Home,South,329,1137.88,0.31,Rainy,No,Winter,1127.03,202,189,191
19-07-2029,1004,2480,Electronics,South,165,1431.75,0.46,Cloudy,Yes,Summer,1446.66,106,105,87
20-07-2029,1036,2313,Beauty,West,97,2949.39,0.06,Cloudy,Yes,Monsoon,3165.2,53,32,61
21-07-2029,1019,2400,Home,West,173,1697.62,0.27,Cloudy,Yes,Winter,1716.53,213,173,193
22-07-2029,1044,2229,Electronics,West,479,2264.4,0.15,Cloudy,Yes,Summer,2102.56,136,134,151
23-07-2029,1017,2196,Beauty,South,243,418,0.36,Rainy,No,Summer,414.13,73,58,74
24-07-2029,1048,2376,Home,East,299,1092.05,0.32,Rainy,Yes,Monsoon,1116.37,159,111,148
25-07-2029,1047,2691,Beauty,North,170,2976.75,0.1,Rainy,Yes,Winter,2799.26,58,30,66
26-07-2029,1006,2880,Electronics,South,346,2136.97,0.14,Rainy,No,Summer,2269.61,117,92,96
27-07-2029,1006,2479,Clothing,South,369,552.1,0.03,Rainy,Yes,Festive,511.56,130,105,113
28-07-2029,1048,2024,Electronics,North,96,2858.05,0.09,Cloudy,Yes,Summer,2814.14,83,53,89
29-07-2029,1009,2637,Beauty,East,85,2789.46,0.42,Sunny,No,Winter,2704.23,196,85,185
30-07-2029,1028,2268,Electronics,West,33,1309.26,0.3,Rainy,No,Monsoon,1320.67,124,33,123
31-07-2029,1013,2535,Clothing,North,101,2330.45,0.18,Rainy,No,Winter,2513.93,119,82,120
01-08-2029,1009,2949,Electronics,West,336,684.09,0.21,Sunny,Yes,Monsoon,697.74,47,29,54
02-08-2029,1021,2397,Home,West,399,2917.56,0.44,Sunny,No,Festive,3151.89,238,123,216
03-08-2029,1002,2300,Home,East,242,1571.67,0.47,Cloudy,No,Festive,1494.82,135,73,138
04-08-2029,1009,2918,Electronics,North,384,1161.13,0.24,Cloudy,Yes,Festive,1098.48,51,26,42
05-08-2029,1046,2695,Home,East,216,1428.91,0.14,Sunny,Yes,Winter,1488.85,157,155,153
06-08-2029,1036,2599,Electronics,North,23,1573.69,0.18,Sunny,Yes,Winter,1635.76,211,23,204
07-08-2029,1028,2983,Home,South,315,541.94,0.17,Rainy,Yes,Summer,546.37,72,53,77
08-08-2029,1000,2854,Beauty,North,327,895.88,0.39,Sunny,Yes,Summer,952,91,48,100
09-08-2029,1010,2338,Clothing,West,362,2138.07,0.47,Rainy,Yes,Festive,2230.17,235,141,204
10-08-2029,1013,2280,Home,South,139,2777.54,0.14,Rainy,No,Monsoon,3010.81,179,139,176
11-08-2029,1043,2492,Clothing,West,366,224.52,0.35,Sunny,No,Winter,241.11,229,145,222
12-08-2029,1002,2588,Home,South,44,2063,0.36,Sunny,No,Winter,1898.15,88,44,72
13-08-2029,1037,2639,Clothing,East,197,669.53,0.1,Cloudy,Yes,Summer,687.12,164,151,146
14-08-2029,1007,2614,Clothing,West,132,1554.83,0.35,Sunny,No,Festive,1618.03,232,132,254
15-08-2029,1023,2366,Home,West,10,786.36,0.34,Sunny,No,Summer,786.91,100,10,97
16-08-2029,1030,2523,Clothing,North,43,2405.99,0.44,Sunny,No,Festive,2298.51,92,43,81
17-08-2029,1017,2909,Home,South,276,2895.25,0.2,Cloudy,No,Winter,3063.67,109,107,93
18-08-2029,1003,2256,Clothing,South,267,168.11,0.44,Rainy,Yes,Festive,184.38,196,102,162
19-08-2029,1047,2063,Electronics,West,85,2789.88,0.34,Sunny,Yes,Summer,2747.17,57,34,46
20-08-2029,1034,2527,Electronics,North,441,1311.58,0.05,Sunny,Yes,Winter,1360.44,96,54,113
21-08-2029,1016,2574,Home,North,251,1831.93,0.04,Sunny,Yes,Winter,1934.53,68,47,81
22-08-2029,1018,2624,Beauty,West,197,1901.44,0.36,Sunny,Yes,Festive,1964.67,84,62,77
23-08-2029,1042,2872,Beauty,East,108,1054.15,0.19,Rainy,No,Festive,975.18,209,108,222
24-08-2029,1018,2507,Electronics,South,204,1948.73,0.22,Sunny,Yes,Festive,1846.13,142,86,147
25-08-2029,1028,2601,Electronics,West,182,2457.49,0.38,Rainy,No,Monsoon,2229.92,167,129,179
26-08-2029,1035,2417,Clothing,West,340,263.04,0.11,Rainy,No,Festive,258.01,127,124,104
27-08-2029,1026,2361,Home,South,174,775.48,0.02,Cloudy,Yes,Monsoon,774.51,170,151,185
28-08-2029,1049,2346,Electronics,East,72,1021.09,0.07,Cloudy,No,Festive,931.35,60,37,70
29-08-2029,1039,2107,Beauty,South,283,2980.13,0.31,Cloudy,No,Monsoon,2896.08,128,104,152
30-08-2029,1042,2395,Home,South,259,714.36,0.23,Cloudy,No,Summer,739.26,131,96,134
31-08-2029,1046,2349,Home,East,243,643.85,0.19,Sunny,No,Monsoon,610.22,178,125,196
01-09-2029,1005,2311,Beauty,East,68,1766.3,0.46,Cloudy,No,Summer,1926.08,232,68,231
02-09-2029,1028,2202,Electronics,East,146,2928.76,0.38,Sunny,Yes,Winter,3185.68,222,146,195
03-09-2029,1043,2277,Home,South,394,1627.13,0.35,Cloudy,No,Summer,1502.52,155,126,146
04-09-2029,1019,2344,Home,South,134,2892.97,0.43,Rainy,Yes,Monsoon,2752.83,203,134,177
05-09-2029,1010,2461,Clothing,North,300,1025.59,0.05,Sunny,Yes,Winter,1069.47,44,29,51
06-09-2029,1010,2545,Clothing,West,222,753.66,0.39,Sunny,No,Monsoon,826.21,222,211,211
07-09-2029,1009,2236,Beauty,North,433,571.49,0.44,Sunny,No,Winter,604.35,120,97,132
08-09-2029,1027,2521,Clothing,West,19,1874.19,0.34,Sunny,Yes,Summer,1775.37,135,19,157
09-09-2029,1035,2429,Beauty,South,172,159.27,0.26,Cloudy,Yes,Monsoon,146.92,56,39,49
10-09-2029,1011,2675,Electronics,East,101,2431.06,0,Rainy,Yes,Monsoon,2575.1,98,77,111
11-09-2029,1032,2354,Electronics,West,252,2051.35,0.02,Rainy,No,Winter,2151.54,44,30,42
12-09-2029,1038,2293,Home,South,14,1441.51,0.27,Sunny,No,Monsoon,1308.81,190,14,166
13-09-2029,1031,2215,Home,East,460,2923.27,0.28,Cloudy,No,Festive,3138.08,83,67,69
14-09-2029,1022,2106,Clothing,South,277,1761.87,0.09,Rainy,No,Festive,1630.05,43,21,41
15-09-2029,1027,2363,Home,North,263,2424.83,0.29,Cloudy,No,Festive,2348.46,225,156,235
16-09-2029,1021,2957,Beauty,West,384,2612.68,0.19,Rainy,No,Festive,2453.82,118,86,98
17-09-2029,1033,2629,Beauty,West,26,2873,0.13,Sunny,Yes,Festive,3014.1,105,26,96
18-09-2029,1044,2107,Electronics,South,216,2879.24,0.17,Cloudy,Yes,Summer,2891.88,216,138,211
19-09-2029,1041,2706,Beauty,West,440,464.71,0.15,Cloudy,No,Winter,491.76,147,139,134
20-09-2029,1043,2294,Beauty,North,387,656.83,0.26,Sunny,Yes,Festive,680.85,96,60,78
21-09-2029,1035,2747,Electronics,North,300,381.45,0.03,Rainy,Yes,Summer,373.96,78,61,85
22-09-2029,1041,2686,Electronics,North,248,401.3,0.48,Cloudy,No,Monsoon,407.23,179,129,201
23-09-2029,1023,2385,Clothing,North,223,1697.96,0.05,Sunny,Yes,Summer,1807.3,46,42,38
24-09-2029,1040,2234,Electronics,East,275,2043.04,0.47,Rainy,No,Festive,1913.4,124,63,127
25-09-2029,1023,2349,Beauty,East,417,1360.75,0.24,Sunny,Yes,Summer,1277.52,103,71,101
26-09-2029,1008,2570,Clothing,East,184,2050.64,0.19,Cloudy,Yes,Festive,1942.24,124,75,120
27-09-2029,1041,2223,Electronics,East,40,1834.48,0.11,Rainy,Yes,Winter,1877.82,106,40,125
28-09-2029,1045,2580,Beauty,West,226,2742.21,0.07,Rainy,No,Festive,2924.66,189,166,157
29-09-2029,1047,2430,Home,South,457,2947.11,0.41,Rainy,Yes,Winter,2796.96,236,210,197
30-09-2029,1015,2601,Home,East,139,2604.54,0.27,Sunny,No,Winter,2627.17,133,89,115
01-10-2029,1036,2119,Clothing,West,490,371.23,0.3,Cloudy,Yes,Festive,386.3,105,73,94
02-10-2029,1001,2621,Beauty,South,467,976.7,0.19,Cloudy,No,Winter,1022.75,115,60,100
03-10-2029,1030,2809,Beauty,West,203,280.55,0.2,Rainy,Yes,Monsoon,253.52,134,106,125
04-10-2029,1037,2376,Home,South,77,1813.65,0.4,Cloudy,Yes,Summer,1897.35,186,77,215
05-10-2029,1042,2775,Beauty,East,208,889.21,0.05,Cloudy,No,Festive,903.03,167,99,183
06-10-2029,1000,2492,Clothing,East,482,2520.44,0.34,Sunny,Yes,Monsoon,2560.44,165,163,148
07-10-2029,1019,2067,Home,West,454,1279.68,0.43,Sunny,No,Summer,1221.62,181,166,208
08-10-2029,1006,2122,Beauty,East,269,2400.39,0.45,Cloudy,No,Winter,2399.02,199,109,229
09-10-2029,1029,2167,Home,West,191,407.65,0,Rainy,No,Monsoon,403.04,35,17,35
10-10-2029,1003,2391,Home,East,203,2145.94,0.07,Cloudy,No,Monsoon,2175.62,78,77,92
11-10-2029,1031,2788,Beauty,North,480,1632.07,0.46,Cloudy,Yes,Winter,1745.33,123,114,144
12-10-2029,1029,2856,Electronics,South,381,2180.17,0.41,Sunny,No,Monsoon,2342.4,105,91,101
13-10-2029,1016,2920,Electronics,East,267,1100.49,0.29,Rainy,No,Summer,1167.26,57,30,50
14-10-2029,1003,2289,Electronics,North,266,822.34,0.33,Sunny,No,Festive,868.11,150,100,172
15-10-2029,1026,2434,Home,South,192,2233.93,0.34,Rainy,No,Summer,2050.32,200,127,183
16-10-2029,1006,2720,Beauty,West,240,469.81,0.24,Rainy,No,Monsoon,458.92,69,50,78
17-10-2029,1041,2635,Electronics,West,86,2148.9,0.45,Sunny,No,Winter,2198.51,128,86,133
18-10-2029,1037,2841,Clothing,South,333,184.15,0.17,Cloudy,No,Winter,169.97,72,67,57
19-10-2029,1011,2028,Clothing,East,150,2145.8,0.12,Rainy,No,Festive,2266.91,182,91,165
20-10-2029,1017,2846,Clothing,East,449,200.75,0.24,Sunny,No,Summer,207.92,153,126,159
21-10-2029,1043,2414,Electronics,North,112,926.77,0.04,Cloudy,No,Monsoon,933.94,111,76,106
22-10-2029,1003,2429,Beauty,South,175,1693,0.25,Rainy,No,Monsoon,1633.55,222,175,212
23-10-2029,1020,2714,Electronics,North,280,2639.07,0.13,Cloudy,Yes,Festive,2565.54,46,29,52
24-10-2029,1027,2993,Clothing,North,183,2641.6,0.48,Rainy,No,Winter,2717.13,201,106,179
25-10-2029,1028,2924,Electronics,North,431,2957.25,0.5,Sunny,Yes,Festive,2878.48,154,100,164
26-10-2029,1014,2959,Clothing,West,449,2241.08,0.39,Cloudy,Yes,Summer,2255.93,216,170,199
27-10-2029,1014,2573,Electronics,East,347,1719.89,0.24,Sunny,Yes,Winter,1763.36,100,67,99
28-10-2029,1016,2966,Clothing,East,316,708.02,0.01,Rainy,No,Summer,650.89,60,41,67
29-10-2029,1035,2168,Beauty,North,368,685.4,0.4,Rainy,No,Festive,732.56,61,53,63
30-10-2029,1038,2454,Beauty,West,49,771.01,0.1,Rainy,Yes,Winter,714.82,97,49,93
31-10-2029,1043,2488,Clothing,South,82,1850.92,0.44,Rainy,No,Festive,1977.68,73,61,75
01-11-2029,1027,2469,Beauty,East,183,597.15,0.29,Cloudy,Yes,Winter,648.06,58,33,62
02-11-2029,1038,2369,Beauty,East,106,717.06,0.13,Cloudy,Yes,Summer,720.43,184,106,185
03-11-2029,1023,2408,Beauty,North,290,1166.3,0.27,Rainy,No,Summer,1099.82,112,67,106
04-11-2029,1020,2049,Electronics,West,171,1492.92,0.24,Cloudy,Yes,Winter,1401.96,205,171,170
05-11-2029,1023,2951,Clothing,West,255,925.59,0.16,Cloudy,No,Summer,980.13,209,134,209
06-11-2029,1034,2015,Beauty,East,319,758.6,0.1,Cloudy,Yes,Winter,755.96,53,51,62
07-11-2029,1032,2139,Electronics,North,453,878.35,0.33,Rainy,No,Winter,876.81,105,79,100
08-11-2029,1001,2302,Beauty,West,425,2813.31,0.28,Cloudy,Yes,Winter,2787.99,158,116,146
09-11-2029,1022,2536,Clothing,North,395,745.54,0.47,Sunny,Yes,Winter,719.69,170,87,158
10-11-2029,1021,2594,Electronics,West,359,2592.51,0.03,Rainy,Yes,Winter,2470.9,148,119,161
11-11-2029,1004,2216,Beauty,East,430,1488.95,0.36,Rainy,No,Summer,1619.02,208,160,246
12-11-2029,1045,2343,Electronics,East,315,1132.25,0,Cloudy,Yes,Monsoon,1167.08,85,65,72
13-11-2029,1040,2610,Electronics,West,456,634.25,0.19,Cloudy,No,Monsoon,661.38,114,93,110
14-11-2029,1039,2517,Home,West,253,1330.73,0.41,Cloudy,No,Summer,1302.8,67,51,54
15-11-2029,1024,2334,Clothing,South,364,2483.67,0.07,Rainy,Yes,Summer,2574.12,79,66,75
16-11-2029,1022,2031,Home,North,244,835.98,0.39,Cloudy,Yes,Festive,863.91,196,166,166
17-11-2029,1017,2111,Clothing,West,137,1177.42,0.5,Cloudy,Yes,Festive,1268.95,221,119,252
18-11-2029,1026,2953,Beauty,West,47,2378.61,0.02,Cloudy,Yes,Monsoon,2426.45,55,43,58
19-11-2029,1008,2295,Clothing,South,196,2405.02,0.35,Sunny,No,Winter,2599.43,165,138,134
20-11-2029,1005,2383,Electronics,West,123,872.59,0.25,Sunny,Yes,Winter,860.86,179,123,185
21-11-2029,1033,2498,Beauty,West,119,1487.96,0.28,Cloudy,Yes,Winter,1486.21,224,119,235
22-11-2029,1022,2888,Clothing,East,142,1517.15,0.26,Cloudy,Yes,Summer,1596.87,87,59,85
23-11-2029,1018,2742,Beauty,West,490,2524.29,0.1,Rainy,Yes,Summer,2364.18,114,89,123
24-11-2029,1010,2438,Electronics,East,397,1938.51,0.37,Rainy,Yes,Winter,1854.49,61,54,61
25-11-2029,1029,2244,Home,East,392,2838.04,0.02,Cloudy,No,Winter,3087.64,57,53,62
26-11-2029,1011,2593,Electronics,South,237,1585.39,0.36,Cloudy,Yes,Winter,1706.9,149,85,170
27-11-2029,1030,2830,Clothing,East,408,1480.41,0.14,Sunny,No,Winter,1456.4,171,89,195
28-11-2029,1007,2354,Electronics,North,199,2738.53,0.16,Rainy,Yes,Summer,2993.26,161,155,170
29-11-2029,1030,2424,Beauty,West,123,893.97,0.02,Sunny,Yes,Festive,913.64,127,116,108
30-11-2029,1042,2384,Beauty,North,142,1561.67,0.39,Rainy,No,Summer,1468.4,158,114,145
01-12-2029,1021,2787,Electronics,North,272,2995.01,0.27,Sunny,No,Festive,3090.13,219,170,184
02-12-2029,1007,2614,Clothing,West,253,631.33,0.44,Cloudy,Yes,Monsoon,645.7,193,192,168
03-12-2029,1025,2667,Home,East,246,2978.51,0.42,Rainy,Yes,Winter,3041.56,65,36,66
04-12-2029,1044,2604,Home,South,264,2283.13,0.35,Cloudy,No,Festive,2151.06,66,60,54
05-12-2029,1019,2133,Electronics,North,45,1637.45,0.27,Sunny,Yes,Summer,1485.71,115,45,101
06-12-2029,1025,2921,Home,South,129,1321.44,0.1,Rainy,Yes,Winter,1298.31,99,56,86
07-12-2029,1045,2707,Clothing,West,63,440.66,0.45,Cloudy,No,Winter,434.5,113,63,104
08-12-2029,1042,2262,Electronics,East,134,2202.13,0.16,Sunny,No,Winter,2348.99,93,62,80
09-12-2029,1003,2532,Electronics,South,421,1031.3,0.06,Cloudy,No,Monsoon,1080.99,27,18,27
10-12-2029,1020,2522,Clothing,East,71,528.09,0.29,Rainy,Yes,Winter,574.18,185,71,221
11-12-2029,1049,2769,Electronics,North,311,2564.37,0.44,Rainy,Yes,Summer,2406.58,158,79,177
12-12-2029,1019,2039,Electronics,South,274,404.99,0.05,Rainy,Yes,Winter,410.34,149,110,147
13-12-2029,1037,2377,Home,South,459,2194.7,0.4,Rainy,Yes,Summer,2056.4,154,131,173
14-12-2029,1033,2533,Electronics,West,53,2356.07,0.05,Sunny,Yes,Festive,2408.87,117,53,140
15-12-2029,1044,2717,Electronics,East,373,2227.63,0.01,Cloudy,No,Summer,2397.38,160,80,189
16-12-2029,1025,2677,Home,North,457,906.58,0.03,Cloudy,No,Monsoon,986.58,83,44,98
17-12-2029,1007,2267,Home,East,42,428.66,0.22,Rainy,No,Summer,394.29,204,42,203
18-12-2029,1037,2694,Beauty,West,33,2154.82,0.4,Cloudy,No,Winter,2339.31,175,33,171
19-12-2029,1020,2281,Electronics,East,498,2595.67,0.07,Rainy,No,Festive,2557.62,118,72,119
20-12-2029,1034,2757,Home,West,163,221.16,0.25,Rainy,No,Festive,237.21,211,163,221
21-12-2029,1016,2580,Electronics,East,379,753.43,0.24,Cloudy,No,Monsoon,825.79,78,72,63
22-12-2029,1045,2745,Home,South,76,1012.61,0.41,Cloudy,Yes,Winter,1037.74,80,61,83
23-12-2029,1040,2128,Home,North,45,2619.29,0.48,Cloudy,No,Summer,2410.08,148,45,126
24-12-2029,1039,2734,Electronics,North,358,2901.58,0.07,Rainy,Yes,Festive,2825.61,201,155,209
25-12-2029,1033,2244,Home,East,213,323.45,0.5,Rainy,No,Winter,346.43,150,90,168
26-12-2029,1033,2357,Beauty,North,60,1848.93,0.29,Rainy,No,Winter,1790.86,167,60,145
27-12-2029,1001,2732,Beauty,East,187,1865.08,0.42,Cloudy,Yes,Monsoon,1898.22,194,106,218
28-12-2029,1009,2009,Clothing,West,75,2201.68,0.06,Rainy,Yes,Summer,2246.82,195,75,210
29-12-2029,1023,2127,Beauty,West,47,847.97,0.4,Cloudy,No,Summer,911.91,60,47,66
30-12-2029,1004,2209,Beauty,East,38,2518.42,0.39,Cloudy,Yes,Winter,2367.51,180,38,178
31-12-2029,1024,2702,Beauty,North,399,2410.12,0.49,Rainy,Yes,Summer,2446.5,100,66,98
01-01-2030,1006,2783,Beauty,West,72,873.46,0.19,Cloudy,No,Festive,883.68,120,72,132
02-01-2030,1033,2309,Home,West,363,721.64,0.42,Rainy,Yes,Winter,707.36,224,213,248
03-01-2030,1024,2307,Beauty,South,59,1279.19,0.19,Sunny,No,Monsoon,1248.3,59,47,69
04-01-2030,1010,2885,Clothing,South,356,725.21,0.05,Sunny,No,Winter,654.49,41,37,36
05-01-2030,1029,2423,Home,West,18,2960.53,0.35,Cloudy,No,Monsoon,3145.63,181,18,209
06-01-2030,1047,2592,Electronics,South,304,976.1,0.23,Sunny,No,Monsoon,951.23,103,86,100
07-01-2030,1028,2235,Electronics,West,50,1010.12,0.02,Rainy,Yes,Winter,951.67,99,50,92
08-01-2030,1024,2280,Home,East,278,2027.02,0.25,Sunny,Yes,Winter,1992.9,212,202,229
09-01-2030,1003,2762,Home,East,473,731.75,0.27,Cloudy,No,Festive,789.96,147,111,129
10-01-2030,1018,2678,Beauty,West,185,165.13,0.25,Cloudy,No,Monsoon,168.35,152,127,169
11-01-2030,1021,2998,Home,East,480,558.12,0.1,Sunny,No,Winter,595.79,126,95,107
12-01-2030,1006,2683,Home,East,20,628.43,0.11,Cloudy,Yes,Festive,666.49,40,20,45
13-01-2030,1020,2017,Electronics,South,129,1645.71,0.04,Rainy,No,Monsoon,1732.31,77,62,63
14-01-2030,1021,2300,Home,East,45,487.89,0.41,Sunny,Yes,Festive,482.3,195,45,158
15-01-2030,1027,2437,Clothing,North,285,1090.63,0.44,Rainy,No,Monsoon,1148.43,74,69,83
16-01-2030,1026,2532,Beauty,South,172,1406.68,0.25,Sunny,Yes,Monsoon,1275.15,127,91,117
17-01-2030,1025,2009,Home,South,450,2033.53,0.43,Rainy,No,Monsoon,2000.16,226,114,248
18-01-2030,1000,2415,Electronics,North,275,1318.18,0.31,Sunny,Yes,Monsoon,1240.74,123,106,105
19-01-2030,1046,2135,Clothing,South,99,2983.83,0.35,Cloudy,No,Summer,2687.54,127,99,120
20-01-2030,1003,2090,Clothing,North,136,2658.34,0.41,Cloudy,No,Winter,2875.9,78,61,70
21-01-2030,1037,2055,Home,East,190,1816.9,0.17,Cloudy,No,Summer,1748.84,184,135,200
22-01-2030,1007,2342,Home,North,464,2184.61,0.34,Cloudy,No,Winter,2210.69,219,177,233
23-01-2030,1016,2480,Home,South,433,1348.34,0.45,Rainy,No,Summer,1417.34,193,115,171
24-01-2030,1011,2772,Beauty,South,85,2116.84,0.1,Sunny,No,Monsoon,2156.42,105,85,111
25-01-2030,1011,2530,Electronics,North,150,2377.09,0.16,Sunny,Yes,Monsoon,2254.03,210,150,250
26-01-2030,1044,2339,Home,East,492,2492.42,0.46,Rainy,No,Winter,2740.6,138,77,126
27-01-2030,1002,2557,Clothing,East,426,270.85,0.1,Cloudy,No,Festive,277.45,89,71,94
28-01-2030,1005,2650,Home,South,63,284,0.12,Cloudy,Yes,Winter,292.86,96,63,98
29-01-2030,1017,2607,Clothing,East,132,1661.09,0.37,Sunny,No,Winter,1604.16,204,132,239
30-01-2030,1014,2134,Home,East,90,475.37,0.47,Rainy,Yes,Summer,521.62,125,90,141
31-01-2030,1005,2491,Clothing,West,461,960.24,0.33,Sunny,Yes,Monsoon,953.59,76,49,62
01-02-2030,1014,2115,Clothing,East,88,459.28,0.27,Rainy,Yes,Winter,495.45,211,88,197
02-02-2030,1017,2361,Beauty,East,238,1746.77,0.43,Cloudy,Yes,Monsoon,1699.46,92,84,108
03-02-2030,1041,2774,Home,East,65,2448.51,0.16,Sunny,Yes,Winter,2282.12,45,28,37
04-02-2030,1046,2741,Home,West,219,1461.18,0.09,Cloudy,Yes,Festive,1374.03,103,52,92
05-02-2030,1044,2363,Home,North,211,196.42,0.14,Sunny,No,Festive,211.56,146,130,171
06-02-2030,1030,2357,Beauty,West,71,257.54,0.23,Sunny,No,Summer,245.66,99,71,102
07-02-2030,1034,2431,Clothing,West,428,617.56,0.35,Rainy,Yes,Festive,671.2,65,62,64
08-02-2030,1003,2729,Clothing,West,165,2607.57,0.24,Rainy,Yes,Monsoon,2475.02,168,117,155
09-02-2030,1000,2914,Clothing,North,166,2759.27,0.31,Cloudy,No,Monsoon,2737.34,79,59,87
10-02-2030,1029,2271,Home,North,183,402.32,0.38,Rainy,No,Winter,399.38,231,129,238
11-02-2030,1044,2753,Electronics,East,20,719.35,0.33,Cloudy,No,Winter,746.14,231,20,219
12-02-2030,1044,2220,Home,West,15,2386.84,0.22,Cloudy,Yes,Monsoon,2464.62,188,15,188
13-02-2030,1044,2239,Clothing,West,233,156.76,0.15,Sunny,Yes,Monsoon,172.12,94,89,99
14-02-2030,1000,2773,Electronics,West,217,1405.76,0.34,Sunny,Yes,Winter,1383.62,92,84,86
15-02-2030,1017,2647,Home,East,54,2441.75,0.04,Cloudy,No,Monsoon,2252.22,144,54,146
16-02-2030,1029,2396,Clothing,West,87,2757.27,0.17,Rainy,Yes,Summer,2919.09,147,85,155
17-02-2030,1027,2187,Clothing,South,193,1863.1,0.48,Cloudy,No,Monsoon,1719.21,173,95,187
