bill_id,date,region,category,product_name,size,units_sold,base_price,discount_percent,final_price,revenue,inventory_level,customer_gender,season,return_flag
ZUD-4670,16-11-2025,Pune,Women,Skirt,S,29,409.91,0,409.91,11887.53,297,Male,Winter,0
ZUD-4671,16-09-2025,Chennai,Women,Skirt,S,20,3581.98,20,2865.59,57311.74,177,Female,Summer,0
ZUD-4672,19-06-2024,Mumbai,Accessories,Bag,M,2,239.75,10,215.77,431.54,48,Male,Summer,0
ZUD-4673,17-04-2026,Pune,Men,Tshirt,L,13,713.65,20,570.92,7422,175,Female,Monsoon,0
ZUD-4674,22-03-2025,Bangalore,Men,Joggers,M,7,731.63,30,512.14,3585,178,Male,Winter,1
ZUD-4675,30-05-2025,Mumbai,Men,Joggers,XL,3,821.11,0,821.11,2463.34,74,Male,Summer,0
ZUD-4676,26-11-2024,Chennai,Men,Tshirt,XL,21,1505.53,0,1505.53,31616.14,253,Male,Winter,0
ZUD-4677,07-03-2025,Bangalore,Women,Kurti,S,1,1378.81,30,965.17,965.17,130,Male,Summer,0
ZUD-4678,24-08-2024,Mumbai,Kids,Kids Tshirt,S,22,1004.64,10,904.18,19891.86,43,Male,Monsoon,0
ZUD-4679,08-03-2026,Delhi,Accessories,Bag,L,18,272.03,20,217.62,3917.18,131,Male,Winter,0
ZUD-4680,23-08-2025,Bangalore,Women,Top,XL,7,815.91,30,571.14,3997.97,233,Female,Winter,0
ZUD-4681,24-08-2025,Pune,Kids,Kids Tshirt,L,4,702.9,0,702.9,2811.62,41,Male,Summer,0
ZUD-4682,10-06-2025,Delhi,Kids,Kids Dress,S,8,594.82,20,475.85,3806.82,274,Male,Summer,1
ZUD-4683,15-05-2025,Delhi,Kids,Kids Dress,M,11,243.89,15,207.31,2280.41,172,Male,Summer,0
ZUD-4684,20-02-2025,Mumbai,Men,Jacket,M,17,1173.1,20,938.48,15954.11,32,Male,Summer,1
ZUD-4685,29-12-2025,Bangalore,Kids,Kids Tshirt,L,22,1519.64,15,1291.7,28417.32,296,Male,Summer,0
ZUD-4686,12-11-2024,Mumbai,Accessories,Bag,M,14,2845.82,,2845.82,39841.49,215,Female,Monsoon,0
ZUD-4687,04-10-2024,Bangalore,Kids,Kids Shorts,XL,18,2680.34,15,2278.29,41009.2,256,Male,Winter,0
ZUD-4688,02-12-2024,Pune,Accessories,Socks,M,7,316.55,30,221.59,1551.12,292,Female,Winter,0
ZUD-4689,22-07-2024,Mumbai,Accessories,Socks,S,13,509.46,10,458.51,5960.67,132,Male,Monsoon,1
ZUD-4690,21-05-2024,Delhi,Accessories,Bag,M,19,1779.05,10,1601.15,30421.82,33,Female,Monsoon,0
ZUD-4691,12-12-2025,Pune,Men,Shirt,M,19,627.19,20,501.75,9533.24,159,Male,Summer,0
ZUD-4692,20-05-2025,Bangalore,Women,Skirt,XL,27,3052.58,15,2594.69,70056.72,74,Male,Monsoon,1
ZUD-4693,14-03-2026,Delhi,Men,Joggers,S,13,1948.08,10,1753.27,22792.53,206,Female,Winter,0
ZUD-4694,15-06-2024,Delhi,Kids,Kids Tshirt,S,9,1967.51,30,1377.26,12395.34,116,Female,Summer,0
ZUD-4695,10-02-2026,Chennai,Accessories,Cap,M,8,1834.32,10,1650.88,13207.07,38,Female,Monsoon,1
ZUD-4696,10-08-2024,Chennai,Women,Dress,L,8,2461.91,15,2092.62,16740.99,266,Male,Winter,0
ZUD-4697,21-01-2026,Pune,Kids,Kids Dress,M,10,654.75,15,556.54,5565.36,57,Female,Summer,0
ZUD-4698,15-10-2025,Chennai,Women,Dress,L,13,3378.44,,2364.91,30743.78,211,Male,Winter,0
ZUD-4699,03-03-2025,Pune,Accessories,Socks,M,1,1098.84,15,934.01,934.01,171,Male,Monsoon,1
ZUD-4700,29-08-2025,Mumbai,Kids,Kids Dress,L,25,1299.5,15,1104.58,27614.47,18,Male,Winter,1
ZUD-4701,09-09-2024,Delhi,Women,Top,M,9,3388.46,0,3388.46,30496.15,94,Male,Monsoon,1
ZUD-4702,18-10-2024,Mumbai,Men,Jeans,S,1,526.48,30,368.53,368.53,74,Female,Winter,1
ZUD-4703,16-05-2025,Chennai,Kids,Kids Tshirt,M,10,1816.89,30,1271.83,12718.26,128,Female,Monsoon,0
ZUD-4704,24-04-2026,Chennai,Kids,Kids Dress,L,28,804.66,20,643.73,18024.31,62,Male,Monsoon,0
ZUD-4705,07-11-2024,Chennai,Accessories,Belt,XL,1,666.9,30,466.83,466.83,161,Female,Monsoon,0
ZUD-4706,26-09-2025,Bangalore,Accessories,Belt,M,28,2331.63,30,1632.14,45699.91,117,Male,Summer,0
ZUD-4707,05-06-2024,Pune,Men,Tshirt,S,3,1201.7,,961.36,2884.09,15,Female,Monsoon,1
ZUD-4708,20-07-2025,Mumbai,Men,Joggers,S,2,1138.48,20,910.79,1821.58,194,Male,Summer,0
ZUD-4709,20-01-2026,Pune,Women,Jeans,L,28,261.48,10,235.33,6589.29,230,Female,Monsoon,0
ZUD-4710,10-10-2024,Bangalore,Men,Tshirt,XL,26,1328.61,15,1129.32,29362.38,230,Male,Summer,0
ZUD-4711,20-07-2025,Pune,Accessories,Bag,L,27,2812.57,10,2531.31,68345.42,128,Female,Monsoon,0
ZUD-4712,14-09-2024,Bangalore,Kids,Kids Tshirt,M,25,589.64,0,589.64,14741.07,170,Male,Winter,0
ZUD-4713,23-12-2025,Bangalore,Men,Shirt,XL,21,1354.5,15,1151.32,24177.77,145,Female,Summer,1
ZUD-4714,10-09-2025,Mumbai,Women,Dress,XL,16,2270.28,20,1816.22,29059.53,155,Male,Winter,0
ZUD-4715,23-08-2025,Delhi,Women,Skirt,S,22,421.37,15,358.17,7879.67,88,Male,Winter,0
ZUD-4716,28-08-2025,Pune,Men,Jacket,M,11,1343.74,10,1209.37,13303.05,71,Male,Monsoon,1
ZUD-4717,31-07-2025,Mumbai,Women,Kurti,M,24,1928.41,0,1928.41,46281.83,208,Male,Monsoon,1
ZUD-4718,15-10-2025,Delhi,Accessories,Bag,XL,12,355.81,15,302.44,3629.24,272,Female,Monsoon,0
ZUD-4719,22-09-2025,Pune,Accessories,Cap,L,26,667.91,0,667.91,17365.56,49,Male,Winter,0
ZUD-4720,15-07-2025,Delhi,Kids,Kids Shorts,XL,14,327.7,15,278.54,3899.6,173,Female,Summer,0
ZUD-4721,18-10-2024,Chennai,Men,Jeans,L,6,1407.4,20,1125.92,6755.52,164,Male,Summer,1
ZUD-4722,20-12-2025,Pune,Women,Dress,L,4,2797.41,15,2377.8,9511.2,298,Male,Monsoon,0
ZUD-4723,24-03-2025,Mumbai,Kids,Kids Tshirt,L,15,1868.63,15,1588.34,23825.03,95,Female,Summer,0
ZUD-4724,26-04-2026,Delhi,Accessories,Belt,S,5,2927.51,0,2927.51,14637.54,295,Male,Summer,1
ZUD-4725,20-09-2025,Mumbai,Women,Top,S,28,438.37,15,372.61,10433.09,78,Male,Winter,0
ZUD-4726,12-01-2026,Pune,Kids,Kids Dress,XL,14,1656.5,10,1490.85,20871.89,106,Female,Winter,1
ZUD-4727,16-04-2025,Delhi,Kids,Kids Shorts,XL,3,1113.85,15,946.78,2840.33,143,Male,Summer,0
ZUD-4728,11-03-2026,Chennai,Accessories,Socks,L,8,342.13,10,307.92,2463.34,188,Male,Summer,1
ZUD-4729,10-12-2024,Pune,Men,Shirt,L,29,593.81,15,504.74,14637.53,167,Female,Summer,1
ZUD-4730,08-08-2025,Delhi,Women,Top,S,5,771.9,30,540.33,2701.66,80,Male,Winter,0
ZUD-4731,19-06-2025,Delhi,Men,Jeans,L,21,910.87,15,774.24,16258.96,107,Female,Summer,0
ZUD-4732,16-08-2025,Mumbai,Kids,Kids Shorts,L,1,2700.44,15,2295.38,2295.38,71,Female,Winter,0
ZUD-4733,22-03-2026,Mumbai,Women,Dress,M,17,1024.7,10,922.23,15677.97,25,Male,Summer,0
ZUD-4734,24-03-2026,Mumbai,Men,Jeans,S,13,1373.84,30,961.68,12501.9,93,Male,Summer,0
ZUD-4735,08-12-2025,Delhi,Kids,Kids Dress,L,12,444.57,20,355.66,4267.92,177,Male,Monsoon,0
ZUD-4736,28-05-2024,Chennai,Men,Jeans,L,19,2555.07,30,1788.55,33982.43,60,Male,Winter,0
ZUD-4737,14-08-2024,Chennai,Women,Skirt,S,29,2790.79,,2790.79,80932.81,54,Male,Winter,0
ZUD-4738,03-10-2024,Mumbai,Women,Jeans,M,19,865.84,15,735.97,13983.39,42,Male,Winter,0
ZUD-4739,10-07-2024,Bangalore,Men,Joggers,S,20,501.37,10,451.23,9024.61,86,Female,Winter,0
ZUD-4740,03-10-2025,Mumbai,Kids,Kids Tshirt,M,24,2156.39,0,2156.39,51753.3,51,Male,Monsoon,0
ZUD-4741,21-11-2025,Mumbai,Women,Jeans,M,13,1080.84,0,1080.84,14050.92,112,Female,Winter,0
ZUD-4742,23-06-2025,Pune,Men,Jacket,S,26,1144.11,0,1144.11,29746.94,133,Male,Monsoon,1
ZUD-4743,02-03-2025,Pune,Men,Shirt,L,4,612.15,20,489.72,1958.89,261,Female,Summer,0
ZUD-4744,17-05-2024,Chennai,Women,Kurti,L,11,1210.46,30,847.32,9320.52,128,Female,Monsoon,0
ZUD-4745,27-06-2025,Bangalore,Men,Tshirt,XL,5,1925.5,20,1540.4,7701.99,109,Male,Summer,0
ZUD-4746,30-08-2024,Pune,Women,Skirt,M,22,1388.38,20,1110.71,24435.54,96,Female,Winter,0
ZUD-4747,23-10-2025,Mumbai,Women,Dress,L,11,1881.41,30,1316.99,14486.85,205,Female,Monsoon,1
ZUD-4748,05-09-2024,Bangalore,Accessories,Cap,L,24,1264.89,15,1075.15,25803.7,110,Female,Summer,1
ZUD-4749,14-12-2025,Pune,Men,Jeans,M,21,1293.93,0,1293.93,27172.59,219,Female,Winter,0
ZUD-4750,01-08-2025,Pune,Women,Jeans,S,9,638.33,10,574.5,5170.48,106,Male,Summer,0
ZUD-4751,27-01-2025,Mumbai,Accessories,Cap,M,15,1300.79,15,1105.67,16585.06,263,Female,Winter,0
ZUD-4752,26-11-2025,Bangalore,Men,Tshirt,XL,10,459.79,0,459.79,4597.86,85,Female,Summer,0
ZUD-4753,01-07-2025,Bangalore,Kids,Kids Shorts,S,24,297.34,0,297.34,7136.07,269,Male,Winter,0
ZUD-4754,22-02-2025,Bangalore,Accessories,Belt,S,2,2819.65,15,2396.7,4793.41,156,Female,Monsoon,1
ZUD-4755,18-09-2025,Mumbai,Kids,Kids Shorts,L,12,279.69,10,251.73,3020.7,145,Female,Monsoon,0
ZUD-4756,30-12-2024,Chennai,Men,Tshirt,S,20,1008.88,0,1008.88,20177.66,253,Male,Summer,0
ZUD-4757,02-11-2024,Mumbai,Accessories,Socks,L,27,2672.92,15,2271.98,61343.59,247,Female,Summer,1
ZUD-4758,07-10-2025,Chennai,Kids,Kids Dress,L,26,1951.11,20,1560.89,40583.08,162,Female,Winter,0
ZUD-4759,07-05-2024,Chennai,Kids,Kids Shorts,XL,6,423.67,0,423.67,2542.05,287,Female,Winter,1
ZUD-4760,04-12-2024,Pune,Women,Dress,L,20,2551.03,0,2551.03,51020.52,207,Female,Winter,0
ZUD-4761,12-06-2024,Pune,Women,Jeans,M,28,569.37,30,398.56,11159.58,145,Male,Winter,0
ZUD-4762,20-05-2025,Pune,Kids,Kids Shorts,L,18,970.26,15,824.72,14845.02,238,Male,Summer,0
ZUD-4763,29-09-2024,Mumbai,Women,Dress,XL,24,1712.91,30,1199.04,28776.91,150,Male,Summer,0
ZUD-4764,04-10-2025,Pune,Women,Skirt,S,15,2044.39,10,1839.95,27599.3,172,Male,Monsoon,0
ZUD-4765,31-12-2025,Pune,Kids,Kids Dress,L,3,2689.58,20,2151.67,6455,110,Male,Monsoon,0
ZUD-4766,18-02-2025,Bangalore,Kids,Kids Dress,M,21,1930.12,10,1737.11,36479.34,114,Female,Summer,1
ZUD-4767,17-12-2025,Delhi,Women,Skirt,L,28,610.43,20,488.34,13673.65,248,Male,Summer,0
ZUD-4768,05-10-2025,Chennai,Women,Skirt,L,6,2835.9,10,2552.31,15313.88,191,Male,Winter,0
ZUD-4769,30-11-2024,Pune,Kids,Kids Dress,L,5,2599.54,30,1819.68,9098.39,193,Male,Winter,1
ZUD-4770,05-06-2025,Chennai,Accessories,Belt,XL,23,2362.66,30,1653.86,38038.81,220,Female,Monsoon,0
ZUD-4771,10-04-2026,Mumbai,Women,Dress,S,27,2341.83,30,1639.28,44260.56,252,Female,Winter,1
ZUD-4772,27-03-2026,Mumbai,Women,Dress,L,7,2065.77,10,1859.2,13014.37,261,Male,Winter,0
ZUD-4773,20-12-2025,Bangalore,Men,Shirt,S,1,1928.15,10,1735.34,1735.34,192,Female,Winter,0
ZUD-4774,14-04-2025,Bangalore,Women,Skirt,M,11,1333.56,20,1066.85,11735.37,290,Female,Monsoon,0
ZUD-4775,24-11-2025,Bangalore,Kids,Kids Tshirt,,21,422.27,15,358.93,7537.47,232,Female,Winter,0
ZUD-4776,20-12-2024,Pune,Accessories,Bag,S,15,2074.28,30,1451.99,21779.9,206,Male,Summer,1
ZUD-4777,14-01-2026,Delhi,Women,Kurti,S,13,2429.64,15,2065.2,26847.55,241,Male,Winter,1
ZUD-4778,20-12-2025,Chennai,Kids,Kids Tshirt,XL,5,688.44,15,585.17,2925.85,160,Male,Winter,0
ZUD-4779,01-10-2024,Chennai,Kids,Kids Tshirt,M,18,2644.75,10,2380.28,42845.03,131,Female,Summer,0
ZUD-4780,19-04-2026,Mumbai,Men,Joggers,S,19,1923.53,20,1538.82,29237.6,78,Female,Monsoon,0
ZUD-4781,23-06-2024,Bangalore,Men,Jeans,S,1,561.15,10,505.04,505.04,232,Female,Winter,0
ZUD-4782,03-01-2026,Pune,Men,Jacket,XL,8,2360.19,15,2006.17,16049.32,225,Male,Winter,1
ZUD-4783,02-05-2025,Delhi,Women,Dress,XL,15,1296.6,30,907.62,13614.29,292,Female,Summer,0
ZUD-4784,04-09-2025,Bangalore,Men,Jeans,L,20,622.32,30,435.62,8712.42,115,Female,Monsoon,1
ZUD-4785,16-03-2026,Delhi,Kids,Kids Dress,S,19,1792.3,15,1523.45,28945.56,38,Female,Monsoon,0
ZUD-4786,05-03-2026,Delhi,Women,Skirt,M,21,2454.81,0,2454.81,51550.97,135,Female,Summer,0
ZUD-4787,19-03-2026,Delhi,Men,Tshirt,M,29,1115.64,10,1004.07,29118.12,152,Male,Winter,0
ZUD-4788,29-04-2024,Pune,Accessories,Belt,S,3,566.46,30,396.52,1189.56,229,Female,Summer,0
ZUD-4789,15-06-2024,Mumbai,Kids,Kids Tshirt,M,28,1931.17,15,1641.49,45961.83,258,Female,Winter,0
ZUD-4790,01-04-2026,Delhi,Accessories,Belt,S,14,598.55,0,598.55,8379.67,36,Male,Summer,1
ZUD-4791,19-01-2025,Chennai,Women,Kurti,L,14,2018.69,15,1715.88,24022.38,228,Female,Summer,0
ZUD-4792,18-03-2026,Chennai,Women,Skirt,S,3,2357.87,0,2357.87,7073.61,212,Male,Monsoon,1
ZUD-4793,20-05-2024,Bangalore,Women,Kurti,S,19,2044.68,0,2044.68,38848.86,18,Female,Summer,0
ZUD-4794,22-07-2024,Bangalore,Accessories,Bag,L,14,684.92,15,582.18,8150.58,298,Male,Winter,0
ZUD-4795,02-06-2025,Delhi,Kids,Kids Shorts,M,10,340.35,20,272.28,2722.83,259,Female,Winter,0
ZUD-4796,21-09-2025,Pune,Men,Tshirt,M,22,2723.12,20,2178.49,47926.84,70,Male,Winter,0
ZUD-4797,28-05-2025,Mumbai,Men,Jacket,XL,13,1948.71,20,1558.97,20266.58,225,Female,Monsoon,0
ZUD-4798,24-11-2025,Bangalore,Kids,Kids Shorts,XL,17,2329.68,0,2329.68,39604.57,172,Female,Summer,0
ZUD-4799,14-02-2025,Delhi,Accessories,Socks,M,13,2406.63,15,2045.64,26593.3,19,Male,Monsoon,1
ZUD-4800,04-05-2025,Pune,Men,Jeans,S,10,1328.26,15,1129.02,11290.2,120,Male,Summer,1
ZUD-4801,25-07-2025,Pune,Accessories,Bag,M,6,1469.46,10,1322.52,7935.1,181,Male,Winter,0
ZUD-4802,09-02-2025,Delhi,Men,Joggers,M,24,402.36,20,321.89,7725.4,292,Male,Monsoon,0
ZUD-4803,13-09-2024,Mumbai,Kids,Kids Shorts,L,29,2887.95,20,2310.36,67000.4,240,Male,Winter,0
ZUD-4804,30-12-2024,Pune,Men,Jeans,XL,2,1548.78,20,1239.02,2478.05,120,Male,Summer,1
ZUD-4805,20-05-2024,Pune,Accessories,Bag,XL,17,2966.56,30,2076.59,35302.03,14,Female,Monsoon,0
ZUD-4806,23-03-2025,Mumbai,Kids,Kids Dress,S,26,1783.61,30,1248.53,32461.7,53,Male,Monsoon,1
ZUD-4807,11-11-2024,Mumbai,Men,Jeans,M,28,406.86,30,284.8,7974.4,17,Female,Monsoon,0
ZUD-4808,07-12-2024,Delhi,Kids,Kids Shorts,S,23,308.8,10,277.92,6392.15,247,Male,Summer,0
ZUD-4809,27-09-2025,Delhi,Kids,Kids Tshirt,M,1,687.76,15,584.6,584.6,17,Female,Monsoon,0
ZUD-4810,29-12-2024,Delhi,Men,Joggers,L,10,2142.28,0,2142.28,21422.78,24,Male,Monsoon,0
ZUD-4811,24-10-2025,Delhi,Men,Jacket,L,29,2182.04,0,2182.04,63279.17,213,Male,Monsoon,0
ZUD-4812,13-09-2025,Chennai,Men,Joggers,S,15,2376.42,10,2138.78,32081.72,260,Male,Winter,1
ZUD-4813,16-02-2026,Bangalore,Men,Tshirt,M,14,614.29,10,552.86,7740.11,33,Male,Monsoon,0
ZUD-4814,04-10-2024,Bangalore,Accessories,Socks,M,8,1850.7,0,1850.7,14805.6,254,Female,Monsoon,0
ZUD-4815,30-05-2024,Delhi,Kids,Kids Dress,S,12,2155.81,15,1832.44,21989.3,189,Female,Winter,0
ZUD-4816,30-03-2025,Delhi,Men,Jacket,M,19,2531.81,15,2152.04,40888.75,96,Female,Summer,0
ZUD-4817,09-10-2025,Mumbai,Women,Top,XL,6,2831.09,10,2547.98,15287.91,282,Female,Monsoon,0
ZUD-4818,27-01-2025,Delhi,Kids,Kids Dress,S,22,1684.97,20,1347.98,29655.52,139,Female,Summer,0
ZUD-4819,23-09-2025,Pune,Women,Dress,S,14,2692.25,30,1884.58,26384.06,142,Male,Summer,0
ZUD-4820,26-11-2024,Chennai,Kids,Kids Dress,M,7,1260.55,30,882.39,6176.71,209,Male,Monsoon,0
ZUD-4821,24-12-2025,Pune,Women,Dress,XL,3,3173.62,20,2538.89,7616.68,149,Female,Monsoon,0
ZUD-4822,07-07-2024,Delhi,Men,Shirt,L,1,1459.73,20,1167.79,1167.79,56,Female,Winter,1
ZUD-4823,30-10-2025,Pune,Accessories,Socks,S,18,1221.1,0,1221.1,21979.85,127,Male,Summer,1
ZUD-4824,17-04-2025,Chennai,Men,Shirt,XL,14,254.96,20,203.97,2855.56,58,Female,Winter,0
ZUD-4825,06-05-2025,Chennai,Kids,Kids Tshirt,L,9,2914.97,0,2914.97,26234.74,250,Female,Winter,0
ZUD-4826,19-04-2025,Pune,Accessories,Belt,S,18,1074.07,30,751.85,13533.34,93,Male,Summer,1
ZUD-4827,12-08-2025,Mumbai,Kids,Kids Dress,M,13,259.66,20,207.72,2700.42,141,Female,Monsoon,0
ZUD-4828,27-12-2024,Pune,Men,Shirt,L,27,1886.75,0,1886.75,50942.15,79,Female,Winter,0
ZUD-4829,13-08-2025,Bangalore,Women,Kurti,XL,18,966.54,15,821.56,14788.11,186,Female,Summer,0
ZUD-4830,24-05-2024,Delhi,Accessories,Belt,XL,8,1382.61,10,1244.35,9954.76,249,Male,Summer,0
ZUD-4831,22-05-2024,Chennai,Men,Jeans,L,2,491.19,15,417.51,835.02,11,Female,Winter,0
ZUD-4832,16-03-2025,Bangalore,Kids,Kids Dress,S,26,445.46,30,311.82,8107.32,167,Female,Monsoon,0
ZUD-4833,04-02-2025,Bangalore,Women,Jeans,M,11,340.17,30,238.12,2619.32,164,Female,Winter,0
ZUD-4834,16-10-2024,Chennai,Accessories,Socks,,13,2953.58,20,2362.86,30717.19,204,Male,Winter,1
ZUD-4835,29-06-2024,Bangalore,Men,Shirt,S,1,1332.24,20,1065.79,1065.79,169,Female,Winter,1
ZUD-4836,26-11-2024,Mumbai,Women,Kurti,L,24,250.76,15,213.14,5115.44,187,Female,Summer,0
ZUD-4837,15-05-2024,Chennai,Accessories,Socks,M,27,801.05,20,640.84,17302.57,125,Male,Winter,1
ZUD-4838,27-12-2025,Delhi,Men,Shirt,L,23,910.18,20,728.14,16747.28,42,Female,Summer,1
ZUD-4839,08-09-2024,Delhi,Kids,Kids Dress,XL,4,656.51,15,558.03,2232.12,170,Male,Monsoon,0
ZUD-4840,14-06-2024,Mumbai,Men,Shirt,XL,10,2390.98,0,2390.98,23909.85,260,Female,Winter,0
ZUD-4841,17-08-2025,Mumbai,Women,Skirt,L,19,500.7,,400.56,7610.66,186,Female,Summer,1
ZUD-4842,24-11-2024,Delhi,Kids,Kids Shorts,XL,11,2192.88,0,2192.88,24121.67,216,Male,Summer,1
ZUD-4843,03-11-2025,Bangalore,Kids,Kids Shorts,L,15,1817.25,30,1272.08,19081.16,56,Male,Winter,0
ZUD-4844,17-12-2025,Delhi,Kids,Kids Dress,L,3,2987.53,20,2390.02,7170.06,281,Male,Summer,1
ZUD-4845,10-09-2025,Mumbai,Accessories,Socks,M,15,431.22,30,301.86,4527.85,85,Male,Winter,1
ZUD-4846,16-08-2024,Delhi,Women,Dress,XL,15,1153.7,20,922.96,13844.44,237,Female,Winter,1
ZUD-4847,23-12-2025,Mumbai,Men,Tshirt,XL,1,2542.71,10,2288.43,2288.43,113,Female,Winter,1
ZUD-4848,11-07-2025,Delhi,Kids,Kids Dress,S,14,1193.73,15,1014.67,14205.42,146,Male,Summer,0
ZUD-4849,29-12-2025,Bangalore,Men,Joggers,S,6,2801.2,10,2521.08,15126.48,128,Female,Monsoon,0
ZUD-4850,06-05-2024,Chennai,Women,Dress,S,9,820.22,15,697.19,6274.71,89,Female,Winter,1
ZUD-4851,24-02-2026,Chennai,Kids,Kids Shorts,M,29,1944.54,0,1944.54,56391.63,232,Male,Summer,1
ZUD-4852,01-12-2025,Chennai,Men,Tshirt,L,6,514.02,0,514.02,3084.15,231,Male,Monsoon,1
ZUD-4853,06-03-2026,Chennai,Kids,Kids Shorts,M,16,224.43,0,224.43,3590.91,248,Female,Winter,0
ZUD-4854,30-12-2025,Pune,Accessories,Cap,XL,17,1268.52,15,1078.24,18330.04,76,Male,Summer,0
ZUD-4855,13-11-2025,Pune,Men,Joggers,S,26,2079.37,0,2079.37,54063.75,235,Male,Monsoon,1
ZUD-4856,18-04-2026,Bangalore,Kids,Kids Shorts,L,19,231.45,20,185.16,3518.03,181,Male,Monsoon,1
ZUD-4857,22-10-2024,Mumbai,Women,Dress,S,10,3574.06,20,2859.25,28592.51,20,Female,Summer,0
ZUD-4858,18-05-2025,Mumbai,Men,Jacket,XL,16,1189.13,15,1010.76,16172.18,293,Male,Summer,0
ZUD-4859,21-04-2025,Pune,Kids,Kids Shorts,S,4,1277.63,30,894.34,3577.35,152,Male,Summer,0
ZUD-4860,24-01-2025,Delhi,Kids,Kids Tshirt,M,11,1999.03,10,1799.13,19790.44,41,Female,Summer,1
ZUD-4861,22-10-2024,Bangalore,Women,Skirt,S,20,848.96,30,594.27,11885.47,212,Female,Monsoon,0
ZUD-4862,03-07-2024,Delhi,Men,Jacket,XL,9,709.03,,638.13,5743.13,160,Male,Winter,1
ZUD-4863,01-06-2024,Mumbai,Men,Jacket,S,19,1774.74,10,1597.26,30348.01,133,Male,Monsoon,0
ZUD-4864,17-05-2025,Pune,Women,Skirt,M,14,440.35,15,374.3,5240.21,93,Female,Monsoon,1
ZUD-4865,16-02-2025,Pune,Women,Skirt,XL,26,1758.34,20,1406.67,36573.51,140,Male,Winter,1
ZUD-4866,25-12-2025,Chennai,Men,Jeans,L,27,1286.22,15,1093.29,29518.83,268,Female,Winter,0
ZUD-4867,17-10-2025,Pune,Women,Skirt,L,11,1617.78,20,1294.22,14236.47,228,Female,Summer,1
ZUD-4868,09-11-2024,Bangalore,Men,Jacket,XL,18,985.7,30,689.99,12419.8,281,Male,Summer,0
ZUD-4869,18-02-2026,Pune,Women,Dress,L,25,526.73,20,421.39,10534.67,25,Male,Monsoon,1
ZUD-4870,15-10-2024,Chennai,Kids,Kids Shorts,S,3,441.6,20,353.28,1059.83,216,Female,Winter,0
ZUD-4871,11-09-2024,Bangalore,Men,Joggers,M,29,1881.02,0,1881.02,54549.69,104,Female,Summer,0
ZUD-4872,16-12-2024,Bangalore,Kids,Kids Dress,XL,2,213.78,10,192.4,384.8,176,Female,Summer,0
ZUD-4873,26-01-2025,Mumbai,Kids,Kids Shorts,M,1,2473.06,20,1978.44,1978.44,12,Male,Monsoon,1
ZUD-4874,18-01-2025,Mumbai,Women,Top,S,11,2814.22,20,2251.38,24765.14,219,Female,Winter,0
ZUD-4875,17-05-2024,Pune,Kids,Kids Dress,S,9,1354.38,30,948.07,8532.59,70,Female,Monsoon,0
ZUD-4876,28-02-2026,Chennai,Accessories,Cap,S,23,2501.23,15,2126.04,48898.97,73,Female,Monsoon,1
ZUD-4877,11-12-2025,Bangalore,Men,Shirt,L,20,365.4,20,292.32,5846.45,234,Female,Winter,0
ZUD-4878,13-04-2026,Bangalore,Women,Kurti,M,16,872.48,15,741.61,11865.7,289,Female,Summer,0
ZUD-4879,24-11-2024,Delhi,Women,Top,M,10,562.86,30,394,3940.04,42,Male,Monsoon,0
ZUD-4880,20-07-2025,Bangalore,Women,Skirt,XL,12,2988.58,10,2689.72,32276.65,207,Male,Winter,0
ZUD-4881,14-11-2024,Pune,Accessories,Belt,S,22,2160.56,0,2160.56,47532.42,60,Female,Monsoon,0
ZUD-4882,30-01-2025,Mumbai,Kids,Kids Dress,S,19,2304.31,10,2073.88,39403.66,196,Female,Summer,0
ZUD-4883,11-09-2024,Bangalore,Accessories,Bag,S,6,1916.04,0,1916.04,11496.21,16,Female,Winter,0
ZUD-4884,08-03-2026,Bangalore,Men,Jacket,S,11,2255.63,15,1917.28,21090.1,138,Female,Monsoon,1
ZUD-4885,28-02-2026,Mumbai,Men,Tshirt,M,22,514.64,30,360.25,7925.51,207,Female,Summer,1
ZUD-4886,15-12-2025,Pune,Kids,Kids Tshirt,XL,10,223.43,15,189.91,1899.12,265,Female,Winter,1
ZUD-4887,18-10-2024,Delhi,Accessories,Belt,XL,11,1251.86,20,1001.49,11016.34,177,Male,Monsoon,1
ZUD-4888,11-04-2025,Mumbai,Accessories,Cap,S,18,2810.58,15,2388.99,43001.82,160,Male,Winter,0
ZUD-4889,03-02-2026,Chennai,Kids,Kids Shorts,M,2,1089.83,10,980.85,1961.7,177,Female,Summer,0
ZUD-4890,13-05-2024,Chennai,Men,Shirt,S,6,2422.65,30,1695.86,10175.14,227,Female,Monsoon,0
ZUD-4891,10-06-2024,Pune,Accessories,Cap,M,20,1476.69,15,1255.18,25103.68,159,Female,Winter,0
ZUD-4892,07-12-2024,Chennai,Kids,Kids Shorts,XL,16,2690.71,20,2152.56,34441.03,152,Male,Monsoon,1
ZUD-4893,20-06-2024,Pune,Kids,Kids Shorts,XL,1,1583.09,0,1583.09,1583.09,276,Male,Summer,0
ZUD-4894,13-08-2025,Chennai,Kids,Kids Tshirt,XL,6,2453.73,10,2208.35,13250.13,228,Female,Summer,0
ZUD-4895,26-07-2025,Chennai,Men,Jacket,S,25,1795.84,0,1795.84,44896.07,228,Female,Summer,0
ZUD-4896,27-12-2025,Pune,Accessories,Bag,M,20,1248.7,30,874.09,17481.76,184,Female,Winter,0
