date,store_id,product_id,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday_promotion,competitor_pricing,seasonality,year,month,day,day_of_week,week_of_year,promotion_flag
2026-02-04,DMART_064,PRD_0807,Groceries,Andhra Pradesh,1187.0,54.0,73.0,53.0,53.21,0.28,Extreme Heat,,36.99,Medium,2026,2,4,2,6,0
2026-02-05,DMART_027,PRD_0708,Apparel,Telangana,1765.0,85.0,96.0,117.0,1343.4,0.35,Sunny,,985.62,Medium,2026,2,5,3,6,0
2026-02-06,DMART_063,PRD_0187,Home & Kitchen,Tamil Nadu,755.0,116.0,138.0,135.0,2835.89,0.09,Humid,Festive Discount,2891.27,Medium,2026,2,6,4,6,0
2026-02-07,DMART_017,PRD_0345,Electronics,Andhra Pradesh,245.0,245.0,308.0,274.0,2062.78,0.28,Extreme Heat,,1688.33,High,2026,2,7,5,6,0
2026-02-08,DMART_073,PRD_0224,Groceries,Andhra Pradesh,909.0,193.0,204.0,239.0,2229.5,0.16,Extreme Heat,Festive Discount,1971.77,Low,2026,2,8,6,6,0
2026-02-09,DMART_033,PRD_0830,Groceries,Telangana,1810.0,160.0,211.0,174.0,1826.99,0.05,Humid,End of Month,1761.43,High,2026,2,9,0,7,0
2026-02-10,DMART_084,PRD_0488,Groceries,Karnataka,1916.0,155.0,178.0,198.0,2872.88,0.31,Extreme Heat,,2083.92,Medium,2026,2,10,1,7,0
2026-02-11,DMART_077,PRD_0909,Apparel,Tamil Nadu,1396.0,166.0,256.0,182.0,3083.72,0.07,Cloudy,,3142.8,Medium,2026,2,11,2,7,0
2026-02-12,DMART_092,PRD_0877,Groceries,Karnataka,1846.0,129.0,189.0,153.0,2977.1,0.1,Sunny,Festive Discount,2768.46,Medium,2026,2,12,3,7,0
2026-02-14,DMART_013,PRD_0229,Electronics,Tamil Nadu,677.0,325.0,372.0,331.0,655.84,0.3,Cloudy,,443.21,High,2026,2,14,5,7,0
2026-02-15,DMART_046,PRD_0390,Groceries,Karnataka,1030.0,195.0,238.0,239.0,2086.69,0.1,Rainy,Republic Day Offer,1952.1,Medium,2026,2,15,6,7,0
2026-02-16,DMART_035,PRD_0979,Apparel,Gujarat,1735.0,184.0,222.0,166.0,2045.93,0.38,Cloudy,,1304.73,Medium,2026,2,16,0,8,0
2026-02-17,DMART_006,PRD_0589,Groceries,Andhra Pradesh,679.0,40.0,113.0,78.0,1857.25,0.09,Cloudy,Summer Special,1829.8,Medium,2026,2,17,1,8,0
2026-02-18,DMART_082,PRD_0188,Apparel,Telangana,1238.0,124.0,156.0,133.0,1693.23,0.4,Cloudy,,1054.29,Medium,2026,2,18,2,8,0
2026-02-19,DMART_069,PRD_0858,Personal Care,Karnataka,1325.0,165.0,197.0,160.0,330.31,0.3,Sunny,,219.84,Low,2026,2,19,3,8,0
2026-02-20,DMART_047,PRD_0270,Electronics,Karnataka,1852.0,164.0,189.0,172.0,375.53,0.16,Rainy,,330.23,Medium,2026,2,20,4,8,0
2026-02-21,DMART_025,PRD_0607,Electronics,Telangana,93.0,39.0,92.0,88.0,3159.94,0.05,Humid,,3316.38,Medium,2026,2,21,5,8,0
2026-02-22,DMART_066,PRD_0310,Groceries,Andhra Pradesh,1543.0,58.0,127.0,61.0,2213.05,0.13,Humid,Diwali Sale,2193.09,Low,2026,2,22,6,8,0
2026-02-23,DMART_010,PRD_0132,Groceries,Telangana,538.0,179.0,259.0,165.0,932.86,0.08,Extreme Heat,Republic Day Offer,848.44,Medium,2026,2,23,0,9,0
2026-02-24,DMART_056,PRD_0551,Groceries,Tamil Nadu,230.0,84.0,158.0,112.0,991.97,0.25,Sunny,End of Month,769.65,Medium,2026,2,24,1,9,0
2026-02-25,DMART_030,PRD_0072,Home & Kitchen,Gujarat,1150.0,77.0,105.0,119.0,2143.48,0.14,Sunny,Republic Day Offer,2063.66,Medium,2026,2,25,2,9,0
2026-02-26,DMART_005,PRD_0793,Stationery,Tamil Nadu,423.0,168.0,222.0,193.0,1436.13,0.12,Sunny,,1211.43,High,2026,2,26,3,9,0
2026-02-27,DMART_033,PRD_0845,Personal Care,Gujarat,677.0,138.0,148.0,165.0,1555.81,0.3,Cloudy,Diwali Sale,1110.83,Low,2026,2,27,4,9,0
2026-02-28,DMART_065,PRD_0672,Home & Kitchen,Telangana,1006.0,259.0,280.0,263.0,231.06,0.09,Sunny,Festive Discount,224.61,High,2026,2,28,5,9,0
2026-03-01,DMART_018,PRD_0187,Groceries,Tamil Nadu,116.0,112.0,146.0,134.0,502.81,0.23,Humid,,394.33,Medium,2026,3,1,6,9,0
2026-03-02,DMART_096,PRD_0486,Apparel,Andhra Pradesh,1598.0,174.0,270.0,208.0,1388.86,0.08,Sunny,,1338.93,Medium,2026,3,2,0,10,0
2026-03-03,DMART_049,PRD_0191,Electronics,Tamil Nadu,1165.0,318.0,416.0,331.0,2454.91,0.29,Cloudy,Diwali Sale,1983.21,High,2026,3,3,1,10,0
2026-03-04,DMART_011,PRD_0422,Groceries,Karnataka,1831.0,158.0,255.0,202.0,187.13,0.25,Rainy,,134.0,Medium,2026,3,4,2,10,0
2026-03-05,DMART_085,PRD_0120,Personal Care,Gujarat,828.0,97.0,116.0,104.0,1184.26,0.32,Sunny,,777.58,Medium,2026,3,5,3,10,0
2026-03-06,DMART_026,PRD_0220,Groceries,Gujarat,700.0,177.0,252.0,197.0,2438.85,0.03,Rainy,End of Month,2340.59,Medium,2026,3,6,4,10,0
2026-03-07,DMART_063,PRD_0053,Personal Care,Andhra Pradesh,1926.0,240.0,282.0,248.0,2776.34,0.08,Extreme Heat,Summer Special,2623.15,High,2026,3,7,5,10,0
2026-03-08,DMART_089,PRD_0734,Personal Care,Gujarat,1317.0,128.0,224.0,139.0,681.97,0.06,Cloudy,Diwali Sale,669.36,High,2026,3,8,6,10,0
2026-03-09,DMART_086,PRD_0451,Groceries,Gujarat,390.0,112.0,123.0,160.0,2565.58,0.08,Sunny,End of Month,2259.63,High,2026,3,9,0,11,0
2026-03-11,DMART_027,PRD_0643,Groceries,Tamil Nadu,1858.0,175.0,207.0,213.0,3175.71,0.22,Extreme Heat,Diwali Sale,2729.01,Low,2026,3,11,2,11,0
2026-03-12,DMART_049,PRD_0237,Personal Care,Telangana,1377.0,166.0,216.0,206.0,2767.03,0.24,Rainy,Republic Day Offer,2110.52,Medium,2026,3,12,3,11,0
2026-03-13,DMART_077,PRD_0758,Personal Care,Tamil Nadu,447.0,274.0,321.0,305.0,2498.9,0.34,Humid,,1651.51,High,2026,3,13,4,11,0
2026-03-14,DMART_033,PRD_0738,Groceries,Karnataka,752.0,315.0,411.0,357.0,838.28,0.17,Humid,,664.54,High,2026,3,14,5,11,0
2026-03-15,DMART_098,PRD_0720,Apparel,Karnataka,1521.0,45.0,110.0,50.0,2225.98,0.21,Humid,End of Month,1810.97,Medium,2026,3,15,6,11,0
2026-03-16,DMART_099,PRD_0406,Home & Kitchen,Gujarat,146.0,146.0,231.0,137.0,2258.59,0.4,Humid,Summer Special,1356.37,High,2026,3,16,0,12,0
2026-03-17,DMART_001,PRD_0608,Groceries,Karnataka,1404.0,120.0,173.0,121.0,1435.74,0.21,Cloudy,Republic Day Offer,1217.81,Medium,2026,3,17,1,12,0
2026-03-18,DMART_021,PRD_0422,Groceries,Telangana,1278.0,14.0,87.0,49.0,1735.69,0.23,Sunny,,1416.1,Medium,2026,3,18,2,12,0
2026-03-19,DMART_055,PRD_0712,Apparel,Gujarat,498.0,157.0,190.0,142.0,2435.22,0.4,Sunny,,1667.77,Medium,2026,3,19,3,12,0
2026-03-20,DMART_006,PRD_0247,Electronics,Karnataka,1491.0,148.0,198.0,163.0,3333.31,0.4,Cloudy,,2218.08,Medium,2026,3,20,4,12,0
2026-03-21,DMART_092,PRD_0072,Groceries,Maharashtra,1722.0,322.0,359.0,360.0,1047.67,0.17,Rainy,,840.15,High,2026,3,21,5,12,0
2026-03-22,DMART_081,PRD_0830,Groceries,Maharashtra,126.0,126.0,197.0,164.0,877.34,0.25,Sunny,Summer Special,717.79,High,2026,3,22,6,12,0
2026-03-23,DMART_069,PRD_0185,Groceries,Maharashtra,945.0,186.0,210.0,233.0,2114.29,0.19,Extreme Heat,End of Month,1663.63,Medium,2026,3,23,0,13,0
2026-03-25,DMART_005,PRD_0206,Groceries,Tamil Nadu,847.0,155.0,174.0,202.0,2047.21,0.38,Cloudy,Summer Special,1346.7,Medium,2026,3,25,2,13,0
2026-03-26,DMART_003,PRD_0544,Groceries,Maharashtra,1498.0,167.0,205.0,197.0,329.2,0.12,Rainy,,303.93,Medium,2026,3,26,3,13,0
2026-03-27,DMART_053,PRD_0611,Home & Kitchen,Gujarat,1502.0,137.0,177.0,184.0,1727.23,0.33,Sunny,End of Month,1259.85,Medium,2026,3,27,4,13,0
2026-03-28,DMART_023,PRD_0906,Personal Care,Andhra Pradesh,1558.0,320.0,392.0,325.0,2179.04,0.26,Cloudy,,1793.1,High,2026,3,28,5,13,0
2026-03-29,DMART_053,PRD_0387,Groceries,Tamil Nadu,864.0,65.0,161.0,85.0,263.98,0.11,Extreme Heat,,262.17,Medium,2026,3,29,6,13,0
2026-03-30,DMART_037,PRD_0768,Personal Care,Andhra Pradesh,1071.0,82.0,109.0,66.0,740.2,0.32,Humid,,484.04,Low,2026,3,30,0,14,0
2026-03-31,DMART_074,PRD_0699,Personal Care,Gujarat,184.0,184.0,200.0,216.0,1187.1,0.17,Extreme Heat,Festive Discount,1062.47,Medium,2026,3,31,1,14,0
2026-04-01,DMART_074,PRD_0076,Groceries,Gujarat,703.0,100.0,136.0,117.0,1302.72,0.05,Extreme Heat,,1413.66,Low,2026,4,1,2,14,0
2026-04-02,DMART_083,PRD_0177,Groceries,Telangana,1327.0,38.0,56.0,70.0,2372.84,0.4,Rainy,,1567.5,Medium,2026,4,2,3,14,0
2026-04-03,DMART_017,PRD_0827,Stationery,Tamil Nadu,1633.0,137.0,166.0,172.0,1860.99,0.17,Sunny,Diwali Sale,1628.0,Medium,2026,4,3,4,14,0
2026-04-04,DMART_085,PRD_0799,Groceries,Andhra Pradesh,1328.0,36.0,130.0,34.0,1349.74,0.22,Humid,,1210.41,Medium,2026,4,4,5,14,0
2026-04-05,DMART_078,PRD_0349,Home & Kitchen,Maharashtra,695.0,77.0,136.0,121.0,1588.35,0.32,Cloudy,,1035.57,Medium,2026,4,5,6,14,0
2026-04-06,DMART_073,PRD_0255,Electronics,Gujarat,1875.0,172.0,242.0,220.0,65.16,0.38,Humid,End of Month,39.09,Low,2026,4,6,0,15,0
2026-04-08,DMART_051,PRD_0702,Groceries,Andhra Pradesh,1572.0,19.0,102.0,17.0,162.7,0.21,Rainy,Festive Discount,136.24,Medium,2026,4,8,2,15,0
2026-04-09,DMART_045,PRD_0308,Personal Care,Tamil Nadu,662.0,136.0,162.0,181.0,2906.02,0.22,Sunny,Diwali Sale,2209.77,Medium,2026,4,9,3,15,0
2026-04-10,DMART_077,PRD_0345,Stationery,Karnataka,533.0,228.0,258.0,255.0,1902.67,0.11,Cloudy,,1735.82,High,2026,4,10,4,15,0
2026-04-11,DMART_004,PRD_0127,Electronics,Karnataka,1119.0,80.0,162.0,125.0,1856.81,0.19,Humid,,1448.15,Medium,2026,4,11,5,15,0
2026-04-12,DMART_062,PRD_0937,Home & Kitchen,Gujarat,1516.0,185.0,275.0,182.0,2471.93,0.38,Extreme Heat,Republic Day Offer,1617.32,High,2026,4,12,6,15,0
2026-04-13,DMART_065,PRD_0287,Groceries,Telangana,1655.0,103.0,144.0,121.0,3011.27,0.29,Sunny,,2075.6,Medium,2026,4,13,0,16,0
2026-04-14,DMART_032,PRD_0766,Home & Kitchen,Maharashtra,697.0,85.0,142.0,115.0,3300.41,0.0,Rainy,Diwali Sale,3139.94,Medium,2026,4,14,1,16,0
2026-04-16,DMART_092,PRD_0762,Personal Care,Telangana,628.0,198.0,235.0,210.0,544.29,0.37,Humid,End of Month,341.8,Medium,2026,4,16,3,16,0
2026-04-17,DMART_095,PRD_0596,Groceries,Maharashtra,1077.0,193.0,284.0,232.0,3077.64,0.34,Extreme Heat,Republic Day Offer,2076.78,Medium,2026,4,17,4,16,0
2026-04-18,DMART_072,PRD_0487,Groceries,Andhra Pradesh,1809.0,86.0,155.0,124.0,161.54,0.19,Cloudy,Summer Special,133.48,Medium,2026,4,18,5,16,0
2026-04-19,DMART_039,PRD_0383,Apparel,Karnataka,50.0,50.0,129.0,55.0,2829.53,0.25,Extreme Heat,,2283.44,Medium,2026,4,19,6,16,0
2026-04-21,DMART_034,PRD_0388,Groceries,Maharashtra,158.0,75.0,154.0,107.0,3168.45,0.32,Extreme Heat,End of Month,2101.7,Medium,2026,4,21,1,17,0
2026-04-22,DMART_054,PRD_0525,Groceries,Gujarat,1850.0,237.0,327.0,259.0,3143.17,0.24,Humid,,2502.83,High,2026,4,22,2,17,0
2026-04-23,DMART_003,PRD_0557,Stationery,Maharashtra,1648.0,43.0,105.0,70.0,204.98,0.28,Extreme Heat,Diwali Sale,166.45,Medium,2026,4,23,3,17,0
2026-04-24,DMART_050,PRD_0639,Home & Kitchen,Gujarat,509.0,131.0,150.0,130.0,2140.87,0.15,Sunny,End of Month,1782.77,Medium,2026,4,24,4,17,0
2026-04-25,DMART_012,PRD_0938,Groceries,Karnataka,315.0,59.0,70.0,73.0,453.86,0.17,Rainy,,430.71,Medium,2026,4,25,5,17,0
2026-04-27,DMART_054,PRD_0945,Groceries,Maharashtra,1507.0,51.0,98.0,32.0,1580.0,0.38,Humid,Republic Day Offer,950.16,Medium,2026,4,27,0,18,0
2026-04-28,DMART_005,PRD_0276,Electronics,Maharashtra,93.0,93.0,103.0,106.0,359.64,0.38,Rainy,Summer Special,219.75,High,2026,4,28,1,18,0
2026-04-29,DMART_094,PRD_0500,Personal Care,Gujarat,935.0,43.0,132.0,54.0,2553.1,0.33,Cloudy,,1785.77,Medium,2026,4,29,2,18,0
2026-05-01,DMART_057,PRD_0337,Personal Care,Telangana,993.0,14.0,99.0,0.0,2002.15,0.27,Sunny,,1510.73,Low,2026,5,1,4,18,0
2026-05-02,DMART_017,PRD_0950,Groceries,Telangana,1032.0,99.0,181.0,106.0,838.39,0.09,Extreme Heat,,868.34,Low,2026,5,2,5,18,0
2026-05-03,DMART_047,PRD_0932,Apparel,Telangana,311.0,181.0,203.0,208.0,2954.36,0.3,Sunny,,2105.85,Low,2026,5,3,6,18,0
2026-05-04,DMART_023,PRD_0481,Personal Care,Maharashtra,777.0,168.0,248.0,216.0,2988.8,0.13,Humid,,2911.31,High,2026,5,4,0,19,0
2026-05-05,DMART_079,PRD_0897,Groceries,Tamil Nadu,682.0,158.0,168.0,207.0,2570.1,0.18,Cloudy,End of Month,2032.8,Medium,2026,5,5,1,19,0
2026-05-06,DMART_085,PRD_0911,Groceries,Tamil Nadu,201.0,130.0,170.0,149.0,2160.66,0.11,Humid,Diwali Sale,2139.11,Medium,2026,5,6,2,19,0
2026-05-07,DMART_014,PRD_0973,Personal Care,Tamil Nadu,262.0,262.0,359.0,247.0,3039.92,0.17,Cloudy,Festive Discount,2851.93,High,2026,5,7,3,19,0
2026-05-08,DMART_066,PRD_0273,Electronics,Tamil Nadu,1065.0,38.0,114.0,31.0,588.26,0.27,Rainy,,432.44,Low,2026,5,8,4,19,0
2026-05-09,DMART_075,PRD_0920,Groceries,Telangana,1307.0,111.0,176.0,157.0,3261.97,0.04,Extreme Heat,Festive Discount,3317.56,Medium,2026,5,9,5,19,0
2026-05-10,DMART_051,PRD_0058,Stationery,Maharashtra,912.0,49.0,77.0,39.0,3316.27,0.04,Sunny,Diwali Sale,3143.61,Medium,2026,5,10,6,19,0
2026-05-11,DMART_038,PRD_0328,Apparel,Tamil Nadu,672.0,124.0,137.0,142.0,3054.53,0.27,Cloudy,,2158.83,Medium,2026,5,11,0,20,0
2026-05-12,DMART_064,PRD_0731,Groceries,Karnataka,410.0,27.0,64.0,47.0,892.3,0.31,Sunny,,679.77,Low,2026,5,12,1,20,0
2026-05-13,DMART_098,PRD_0109,Groceries,Andhra Pradesh,369.0,132.0,185.0,135.0,3006.46,0.22,Rainy,Republic Day Offer,2523.18,Medium,2026,5,13,2,20,0
2026-05-14,DMART_038,PRD_0279,Groceries,Karnataka,271.0,58.0,97.0,80.0,1751.78,0.07,Humid,Summer Special,1792.8,Medium,2026,5,14,3,20,0
2026-05-15,DMART_050,PRD_0686,Home & Kitchen,Maharashtra,1811.0,198.0,243.0,203.0,2090.36,0.17,Cloudy,End of Month,1800.82,Low,2026,5,15,4,20,0
2026-05-16,DMART_098,PRD_0328,Groceries,Maharashtra,259.0,74.0,136.0,82.0,2945.29,0.3,Extreme Heat,Republic Day Offer,2061.54,Low,2026,5,16,5,20,0
2026-05-17,DMART_082,PRD_0776,Groceries,Andhra Pradesh,1469.0,173.0,241.0,154.0,122.95,0.27,Cloudy,,92.93,Medium,2026,5,17,6,20,0
2026-05-18,DMART_030,PRD_0315,Personal Care,Gujarat,980.0,79.0,156.0,88.0,1283.04,0.04,Humid,,1186.09,Medium,2026,5,18,0,21,0
2026-05-19,DMART_079,PRD_0474,Home & Kitchen,Gujarat,1656.0,16.0,112.0,52.0,2858.61,0.39,Humid,,1755.44,Low,2026,5,19,1,21,0
2026-05-20,DMART_091,PRD_0111,Groceries,Gujarat,538.0,70.0,154.0,108.0,2852.56,0.09,Extreme Heat,,2620.5,Medium,2026,5,20,2,21,0
2026-05-22,DMART_063,PRD_0781,Personal Care,Gujarat,650.0,223.0,243.0,256.0,608.87,0.18,Rainy,Summer Special,479.62,High,2026,5,22,4,21,0
2026-05-23,DMART_098,PRD_0935,Personal Care,Telangana,823.0,221.0,283.0,270.0,2476.49,0.13,Sunny,,2152.51,High,2026,5,23,5,21,0
2026-05-24,DMART_052,PRD_0229,Apparel,Telangana,927.0,26.0,123.0,28.0,529.83,0.39,Cloudy,End of Month,324.92,Medium,2026,5,24,6,21,0
2026-05-25,DMART_038,PRD_0497,Groceries,Gujarat,1537.0,181.0,244.0,193.0,2752.14,0.03,Rainy,,2830.48,Medium,2026,5,25,0,22,0
2026-05-26,DMART_097,PRD_0156,Apparel,Gujarat,749.0,85.0,178.0,130.0,873.04,0.12,Sunny,,767.46,Medium,2026,5,26,1,22,0
2026-05-27,DMART_088,PRD_0473,Home & Kitchen,Andhra Pradesh,1697.0,194.0,248.0,184.0,2587.61,0.15,Rainy,,2147.75,High,2026,5,27,2,22,0
2026-05-28,DMART_079,PRD_0701,Personal Care,Tamil Nadu,501.0,129.0,155.0,126.0,1603.41,0.2,Extreme Heat,,1284.78,High,2026,5,28,3,22,0
2026-05-29,DMART_030,PRD_0272,Home & Kitchen,Andhra Pradesh,462.0,172.0,245.0,216.0,3452.2,0.01,Extreme Heat,,3535.17,Medium,2026,5,29,4,22,0
2026-05-30,DMART_051,PRD_0887,Personal Care,Telangana,1824.0,183.0,250.0,194.0,2038.03,0.03,Humid,,2085.81,Medium,2026,5,30,5,22,0
2026-05-31,DMART_081,PRD_0002,Groceries,Andhra Pradesh,525.0,114.0,136.0,97.0,2221.38,0.1,Cloudy,,1913.9,High,2026,5,31,6,22,0
2026-06-01,DMART_005,PRD_0758,Home & Kitchen,Telangana,305.0,142.0,232.0,157.0,1301.21,0.22,Cloudy,,1027.08,Low,2026,6,1,0,23,0
2026-06-03,DMART_004,PRD_0511,Home & Kitchen,Telangana,176.0,84.0,145.0,96.0,1742.2,0.27,Rainy,,1360.23,Medium,2026,6,3,2,23,0
2026-06-04,DMART_010,PRD_0913,Groceries,Telangana,441.0,153.0,177.0,146.0,82.87,0.23,Rainy,Festive Discount,66.44,Medium,2026,6,4,3,23,0
2026-06-05,DMART_056,PRD_0286,Electronics,Andhra Pradesh,1904.0,67.0,80.0,94.0,2137.86,0.16,Cloudy,Summer Special,1868.7,Medium,2026,6,5,4,23,0
2026-06-06,DMART_017,PRD_0871,Personal Care,Tamil Nadu,529.0,51.0,142.0,67.0,2910.0,0.35,Humid,Festive Discount,1936.48,Low,2026,6,6,5,23,0
2026-06-07,DMART_074,PRD_0013,Groceries,Maharashtra,1042.0,103.0,121.0,87.0,844.07,0.18,Sunny,Diwali Sale,704.88,Low,2026,6,7,6,23,0
2026-06-08,DMART_017,PRD_0608,Personal Care,Karnataka,1470.0,197.0,273.0,226.0,789.3,0.12,Rainy,Republic Day Offer,715.51,Medium,2026,6,8,0,24,0
2026-06-09,DMART_084,PRD_0498,Apparel,Karnataka,972.0,193.0,284.0,233.0,2138.92,0.25,Cloudy,,1802.86,Medium,2026,6,9,1,24,0
2026-06-10,DMART_088,PRD_0733,Apparel,Tamil Nadu,451.0,143.0,233.0,191.0,2866.57,0.28,Extreme Heat,End of Month,2154.26,Low,2026,6,10,2,24,0
2026-06-11,DMART_069,PRD_0238,Personal Care,Karnataka,323.0,323.0,406.0,340.0,888.68,0.16,Rainy,,809.09,High,2026,6,11,3,24,0
2026-06-12,DMART_034,PRD_0094,Stationery,Maharashtra,894.0,33.0,99.0,58.0,3264.27,0.01,Sunny,,3592.18,Medium,2026,6,12,4,24,0
2026-06-13,DMART_006,PRD_0338,Groceries,Gujarat,1983.0,100.0,138.0,94.0,3247.31,0.04,Rainy,,3230.87,Medium,2026,6,13,5,24,0
2026-06-14,DMART_053,PRD_0781,Personal Care,Maharashtra,188.0,61.0,117.0,77.0,717.87,0.34,Sunny,,529.62,Medium,2026,6,14,6,24,0
2026-06-15,DMART_066,PRD_0171,Stationery,Andhra Pradesh,152.0,147.0,161.0,153.0,937.97,0.02,Sunny,,1055.75,Low,2026,6,15,0,25,0
2026-06-16,DMART_077,PRD_0981,Stationery,Telangana,1315.0,148.0,227.0,128.0,2458.08,0.24,Rainy,Festive Discount,1963.1,High,2026,6,16,1,25,0
2026-06-17,DMART_043,PRD_0606,Home & Kitchen,Telangana,1190.0,115.0,188.0,123.0,3332.03,0.07,Sunny,,3193.45,Medium,2026,6,17,2,25,0
2026-06-18,DMART_075,PRD_0661,Stationery,Andhra Pradesh,1287.0,182.0,250.0,168.0,2490.39,0.09,Rainy,Summer Special,2518.17,Low,2026,6,18,3,25,0
2026-06-19,DMART_023,PRD_0624,Groceries,Andhra Pradesh,533.0,10.0,54.0,18.0,1568.25,0.11,Rainy,,1507.17,Low,2026,6,19,4,25,0
2026-06-20,DMART_055,PRD_0567,Stationery,Telangana,578.0,34.0,48.0,44.0,608.12,0.02,Humid,End of Month,639.25,Medium,2026,6,20,5,25,0
2026-06-21,DMART_080,PRD_0849,Groceries,Tamil Nadu,1764.0,121.0,180.0,138.0,1624.31,0.07,Extreme Heat,Republic Day Offer,1702.8,Medium,2026,6,21,6,25,0
2026-06-22,DMART_095,PRD_0936,Groceries,Gujarat,273.0,112.0,181.0,99.0,2131.55,0.26,Sunny,Diwali Sale,1703.36,Medium,2026,6,22,0,26,0
2026-06-23,DMART_075,PRD_0467,Groceries,Gujarat,1343.0,146.0,170.0,162.0,1171.71,0.2,Rainy,,1010.78,Medium,2026,6,23,1,26,0
2026-06-25,DMART_008,PRD_0143,Groceries,Andhra Pradesh,1934.0,253.0,283.0,286.0,473.15,0.02,Rainy,,504.33,High,2026,6,25,3,26,0
2026-06-26,DMART_004,PRD_0201,Groceries,Telangana,1207.0,162.0,173.0,199.0,1593.61,0.36,Rainy,Diwali Sale,1155.15,Medium,2026,6,26,4,26,0
2026-06-27,DMART_004,PRD_0180,Groceries,Tamil Nadu,163.0,163.0,255.0,168.0,335.9,0.4,Rainy,Diwali Sale,214.69,High,2026,6,27,5,26,0
2026-06-28,DMART_056,PRD_0714,Groceries,Telangana,1514.0,192.0,246.0,219.0,190.83,0.01,Extreme Heat,,213.61,Low,2026,6,28,6,26,0
2026-06-29,DMART_025,PRD_0364,Personal Care,Telangana,693.0,75.0,166.0,65.0,3003.19,0.39,Sunny,,1864.76,Medium,2026,6,29,0,27,0
2026-06-30,DMART_067,PRD_0479,Personal Care,Tamil Nadu,700.0,33.0,52.0,35.0,733.68,0.09,Extreme Heat,,639.95,Low,2026,6,30,1,27,0
2026-07-01,DMART_096,PRD_0565,Groceries,Maharashtra,1438.0,91.0,145.0,104.0,2021.54,0.28,Extreme Heat,Summer Special,1512.31,Medium,2026,7,1,2,27,0
2026-07-02,DMART_067,PRD_0471,Home & Kitchen,Tamil Nadu,1305.0,100.0,146.0,112.0,538.46,0.12,Extreme Heat,End of Month,450.53,Medium,2026,7,2,3,27,0
2026-07-04,DMART_093,PRD_0692,Apparel,Karnataka,424.0,193.0,247.0,233.0,1277.46,0.2,Humid,,1009.83,Low,2026,7,4,5,27,0
2026-07-05,DMART_032,PRD_0926,Groceries,Maharashtra,1677.0,44.0,94.0,27.0,519.99,0.14,Sunny,,472.58,Medium,2026,7,5,6,27,0
2026-07-06,DMART_050,PRD_0417,Home & Kitchen,Gujarat,1852.0,229.0,303.0,220.0,179.95,0.29,Sunny,,145.65,High,2026,7,6,0,28,0
2026-07-07,DMART_061,PRD_0825,Groceries,Gujarat,660.0,15.0,85.0,23.0,3072.52,0.24,Rainy,End of Month,2227.62,Medium,2026,7,7,1,28,0
2026-07-08,DMART_051,PRD_0308,Groceries,Tamil Nadu,256.0,186.0,201.0,207.0,61.18,0.2,Sunny,End of Month,48.81,Medium,2026,7,8,2,28,0
2026-07-09,DMART_019,PRD_0649,Groceries,Gujarat,1593.0,153.0,227.0,189.0,233.4,0.39,Extreme Heat,End of Month,162.86,Low,2026,7,9,3,28,0
2026-07-10,DMART_021,PRD_0694,Apparel,Gujarat,1541.0,150.0,177.0,179.0,2821.65,0.38,Cloudy,Festive Discount,1970.43,Medium,2026,7,10,4,28,0
2026-07-11,DMART_005,PRD_0367,Groceries,Karnataka,1955.0,21.0,70.0,66.0,1001.39,0.38,Sunny,Diwali Sale,693.48,Medium,2026,7,11,5,28,0
2026-07-12,DMART_082,PRD_0001,Groceries,Gujarat,1516.0,148.0,195.0,134.0,2535.41,0.35,Cloudy,Republic Day Offer,1595.87,Low,2026,7,12,6,28,0
2026-07-13,DMART_092,PRD_0044,Groceries,Andhra Pradesh,966.0,56.0,110.0,92.0,528.87,0.1,Humid,End of Month,513.5,Medium,2026,7,13,0,29,0
2026-07-14,DMART_042,PRD_0739,Stationery,Andhra Pradesh,370.0,69.0,95.0,94.0,845.74,0.14,Rainy,Republic Day Offer,720.52,Medium,2026,7,14,1,29,0
2026-07-15,DMART_061,PRD_0843,Home & Kitchen,Andhra Pradesh,142.0,58.0,157.0,59.0,2013.26,0.09,Rainy,Summer Special,1979.01,Medium,2026,7,15,2,29,0
2026-07-16,DMART_022,PRD_0098,Groceries,Maharashtra,1481.0,132.0,154.0,122.0,3460.45,0.39,Rainy,End of Month,2185.82,High,2026,7,16,3,29,0
2026-07-17,DMART_021,PRD_0720,Personal Care,Tamil Nadu,1231.0,70.0,89.0,82.0,275.59,0.06,Humid,,279.04,Low,2026,7,17,4,29,0
2026-07-19,DMART_001,PRD_0800,Home & Kitchen,Telangana,148.0,148.0,188.0,147.0,169.92,0.08,Cloudy,Republic Day Offer,176.89,High,2026,7,19,6,29,0
2026-07-20,DMART_005,PRD_0783,Groceries,Karnataka,274.0,49.0,145.0,33.0,713.31,0.09,Sunny,,619.94,Medium,2026,7,20,0,30,0
2026-07-21,DMART_012,PRD_0140,Stationery,Andhra Pradesh,901.0,224.0,283.0,271.0,3178.0,0.1,Extreme Heat,End of Month,2826.77,High,2026,7,21,1,30,0
2026-07-22,DMART_090,PRD_0481,Groceries,Andhra Pradesh,490.0,80.0,173.0,73.0,355.68,0.26,Rainy,,293.89,Medium,2026,7,22,2,30,0
